EXT1,EXT2,EXT3,EXT4,EXT5,EST1,EST2,EST3,EST4,EST5,AGR1,AGR2,AGR3,AGR4,AGR5,CSN1,CSN2,CSN3,CSN4,CSN5,OPN1,OPN2,OPN3,OPN4,OPN5,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
5.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2018-06-25 23:14:12,1920.0,1080.0,27.0,340.0,20,1,KR,37.5985,126.9783
3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,4.0,2016-08-21 06:26:05,360.0,640.0,3.0,201.0,16,1,KR,37.5985,126.9783
1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,2016-03-16 05:09:34,1093.0,614.0,398.0,197.0,8,1,KR,37.57,126.98
4.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,2018-06-20 01:14:45,1280.0,800.0,28.0,171.0,10,1,KR,37.57,126.98
1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,2016-10-10 20:35:20,1536.0,864.0,7.0,208.0,23,1,KR,37.57,126.98
3.0,4.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,2016-10-23 07:19:04,1360.0,768.0,7.0,203.0,19,1,KR,37.5985,126.9783
2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,2018-04-11 23:34:53,1920.0,1080.0,14.0,313.0,16,1,KR,37.57,126.98
2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,3.0,2016-12-25 05:52:56,375.0,667.0,23.0,284.0,19,1,KR,37.57,126.98
3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,2016-03-08 06:29:12,1366.0,768.0,85.0,377.0,12,1,KR,37.57,126.98
1.0,2.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,2.0,3.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,2018-06-28 08:07:24,414.0,736.0,199.0,322.0,26,1,KR,37.57,126.98
3.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2016-06-09 01:24:36,360.0,598.0,14.0,311.0,6,1,KR,37.5985,126.9783
1.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2017-07-31 04:49:52,1280.0,1024.0,3.0,113.0,15,1,KR,36.724,126.8082
3.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0,2017-04-26 00:09:24,1440.0,900.0,21.0,128.0,7,1,KR,37.57,126.98
2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,2017-03-23 19:25:32,360.0,640.0,53.0,957.0,22,1,KR,37.57,126.98
5.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,2018-08-22 03:18:10,375.0,812.0,3.0,163.0,12,1,KR,37.57,126.98
2.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,1.0,5.0,2018-07-16 23:44:09,412.0,846.0,13.0,310.0,23,1,KR,37.5985,126.9783
3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,2018-11-01 20:53:11,768.0,1024.0,27.0,139.0,11,1,KR,37.57,126.98
2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,4.0,2016-08-06 04:49:40,1280.0,800.0,13.0,135.0,10,1,KR,37.57,126.98
2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2018-06-16 02:32:16,1440.0,900.0,6.0,200.0,8,1,KR,37.57,126.98
5.0,2.0,5.0,1.0,4.0,1.0,5.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,2016-12-05 23:29:27,1366.0,768.0,2011.0,279.0,19,1,KR,37.57,126.98
3.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,2016-06-11 01:44:05,1536.0,864.0,7.0,263.0,17,1,KR,37.57,126.98
4.0,1.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,2018-08-14 16:07:16,412.0,732.0,5.0,306.0,12,1,KR,37.57,126.98
1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2016-05-22 22:19:54,1366.0,768.0,19.0,165.0,11,1,KR,37.5985,126.9783
4.0,5.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,2018-09-09 20:19:26,1680.0,1050.0,13.0,22243.0,17,1,KR,37.57,126.98
1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2018-08-02 10:19:54,1536.0,864.0,6.0,137.0,11,1,KR,37.57,126.98
2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,1.0,5.0,2017-09-12 07:16:07,412.0,732.0,73.0,180.0,11,1,KR,37.57,126.98
2.0,3.0,1.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,2016-07-28 06:04:16,1920.0,1080.0,43.0,144.0,6,1,KR,37.5985,126.9783
3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,1.0,3.0,5.0,4.0,2018-06-23 11:36:50,1280.0,800.0,10.0,284.0,15,1,KR,37.57,126.98
2.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,0.0,2.0,3.0,4.0,3.0,4.0,1.0,0.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,3.0,2018-05-10 20:54:15,1440.0,900.0,3.0,47.0,10,1,KR,37.57,126.98
5.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2018-10-23 20:13:39,1920.0,1080.0,16.0,200.0,14,1,KR,37.5985,126.9783
2.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,2.0,5.0,2016-12-28 20:25:41,1301.0,731.0,17.0,518.0,17,1,KR,37.57,126.98
3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2018-10-03 02:35:48,1440.0,900.0,9.0,183.0,5,1,KR,37.5985,126.9783
3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,2018-07-17 04:15:49,360.0,640.0,13.0,707.0,29,1,KR,37.5985,126.9783
1.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,2018-06-30 08:19:49,360.0,640.0,25.0,319.0,12,1,KR,37.57,126.98
4.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,4.0,2017-09-01 08:25:03,1920.0,1080.0,17.0,129.0,9,1,KR,37.57,126.98
3.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,5.0,1.0,4.0,2018-01-28 22:25:30,360.0,640.0,35.0,215.0,9,1,KR,37.5985,126.9783
5.0,1.0,4.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,2016-05-03 19:14:11,360.0,640.0,21.0,203.0,7,1,KR,37.57,126.98
4.0,1.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,2016-06-06 17:24:22,1280.0,1024.0,91.0,201.0,17,1,KR,37.5333,126.9667
4.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,2017-03-30 02:59:52,412.0,732.0,7.0,223.0,9,1,KR,37.57,126.98
3.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,2018-09-25 09:37:13,1366.0,768.0,6.0,161.0,14,1,KR,37.5985,126.9783
2.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2016-08-30 04:09:48,360.0,640.0,4.0,182.0,10,1,KR,37.57,126.98
4.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,2016-07-25 22:14:06,1366.0,768.0,89.0,1540.0,157,1,KR,37.57,126.98
1.0,5.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,2018-06-18 13:37:44,414.0,736.0,3.0,277.0,12,1,KR,37.57,126.98
4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2018-06-14 08:47:55,360.0,640.0,68.0,747.0,48,1,KR,37.57,126.98
5.0,1.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2017-10-12 17:01:53,1920.0,1080.0,8422.0,191.0,9,1,KR,37.57,126.98
4.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,2016-07-13 00:38:17,1280.0,800.0,4.0,540.0,99,1,KR,37.5985,126.9783
1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,2016-03-06 05:04:18,1024.0,600.0,5.0,183.0,19,1,KR,37.57,126.98
3.0,4.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,2016-09-12 03:37:06,1366.0,768.0,3.0,289.0,17,1,KR,37.57,126.98
4.0,1.0,5.0,2.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,1.0,4.0,2.0,3.0,5.0,1.0,4.0,2.0,5.0,2018-05-06 03:32:49,412.0,732.0,10.0,617.0,19,1,KR,37.57,126.98
2.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,0.0,2.0,4.0,2.0,3.0,2016-05-23 00:07:35,360.0,640.0,14.0,117.0,7,1,KR,37.57,126.98
1.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2016-03-20 21:20:29,360.0,640.0,6.0,188.0,10,1,KR,37.57,126.98
1.0,3.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,1.0,5.0,2018-07-04 09:07:55,375.0,667.0,93.0,194.0,31,1,KR,37.57,126.98
3.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,2.0,2016-08-07 17:45:39,1024.0,768.0,2.0,253.0,18,1,KR,37.57,126.98
1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,2017-02-16 18:00:41,1607.0,904.0,4.0,334.0,10,1,KR,37.5985,126.9783
2.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2018-06-29 03:45:20,414.0,736.0,14.0,245.0,18,1,KR,37.57,126.98
1.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2017-03-20 23:00:15,1920.0,1080.0,8.0,1330.0,27,1,KR,37.57,126.98
4.0,1.0,4.0,2.0,4.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,3.0,2017-09-24 03:07:49,1440.0,900.0,27.0,115.0,6,1,KR,37.57,126.98
1.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2016-04-07 15:44:09,360.0,640.0,5.0,235.0,6,1,KR,37.5985,126.9783
2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,2016-08-20 12:59:55,1366.0,768.0,39.0,294.0,21,1,KR,34.7936,126.3886
1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,3.0,1.0,5.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,2017-03-22 09:01:17,360.0,640.0,9.0,213.0,4,1,KR,37.57,126.98
4.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,2018-08-15 08:38:56,360.0,640.0,13.0,543.0,22,1,KR,37.5985,126.9783
4.0,2.0,4.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,2016-03-21 18:06:47,375.0,667.0,4.0,505.0,32,1,KR,37.5985,126.9783
4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,2018-08-15 14:56:59,360.0,640.0,5.0,632.0,4,1,KR,37.57,126.98
3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2017-03-27 21:34:46,1280.0,1024.0,4.0,800.0,12,1,KR,37.57,126.98
4.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,2017-01-18 09:37:08,360.0,640.0,15.0,285.0,8,1,KR,37.57,126.98
1.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,5.0,2018-03-05 07:34:45,1639.0,922.0,10.0,166.0,9,1,KR,37.57,126.98
4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,2016-10-02 19:43:23,1600.0,900.0,7.0,228.0,17,1,KR,37.5985,126.9783
2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,0.0,2016-04-02 01:45:09,360.0,640.0,28.0,701.0,364,1,KR,37.5985,126.9783
4.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,1.0,4.0,2018-05-27 05:25:34,375.0,667.0,8.0,450.0,41,1,KR,37.57,126.98
1.0,5.0,1.0,5.0,1.0,2.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,2018-07-18 02:49:23,360.0,720.0,4.0,180.0,9,1,KR,37.57,126.98
3.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2018-04-26 21:25:54,1366.0,768.0,15.0,392.0,18,1,KR,37.5985,126.9783
4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,5.0,2016-06-11 02:41:57,375.0,667.0,93.0,5203.0,13,1,KR,37.5985,126.9783
5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2018-06-19 04:58:38,1440.0,900.0,21.0,607.0,2,1,KR,37.57,126.98
4.0,1.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,2016-05-11 04:33:49,375.0,667.0,8.0,274.0,7,1,KR,37.57,126.98
5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2018-07-16 19:18:24,1589.0,894.0,127.0,92.0,11,1,KR,37.57,126.98
3.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,0.0,2.0,4.0,1.0,4.0,2.0,3.0,2018-09-22 00:12:05,640.0,360.0,17.0,214.0,6,1,KR,37.57,126.98
3.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,2017-02-28 22:00:28,1024.0,768.0,118.0,248.0,20,1,KR,37.57,126.98
4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,4.0,2018-09-25 14:15:45,412.0,846.0,5.0,1891.0,11,1,KR,37.57,126.98
3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2017-07-23 18:34:20,1440.0,900.0,16.0,350.0,20,1,KR,37.57,126.98
1.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,2017-10-08 01:40:16,360.0,640.0,13.0,232.0,17,1,KR,37.57,126.98
1.0,5.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,5.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,2016-12-05 18:45:09,1280.0,1024.0,7.0,137.0,13,1,KR,37.5985,126.9783
5.0,2.0,5.0,1.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,3.0,4.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,2018-11-04 17:10:28,1920.0,1080.0,2.0,166.0,15,1,KR,37.57,126.98
2.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2018-04-28 22:08:52,360.0,640.0,29.0,241.0,12,1,KR,37.4536,126.7317
3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2018-04-16 05:08:25,375.0,667.0,48.0,346.0,10,1,KR,37.57,126.98
1.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,2018-08-07 22:27:53,375.0,667.0,7.0,178.0,12,1,KR,37.57,126.98
3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2017-07-18 12:51:17,1536.0,864.0,2.0,219.0,13,1,KR,37.5985,126.9783
5.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2016-08-14 01:13:07,1536.0,864.0,14.0,885.0,76,1,KR,37.57,126.98
2.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,2017-12-21 23:22:50,1920.0,1080.0,16.0,263.0,8,1,KR,37.5985,126.9783
1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2018-03-19 16:44:59,1920.0,1080.0,5.0,96.0,7,1,KR,37.57,126.98
5.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,4.0,2018-09-18 01:11:55,1536.0,864.0,6.0,428.0,18,1,KR,37.57,126.98
1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,2016-10-16 08:59:25,1440.0,900.0,290.0,170.0,51,1,KR,37.5985,126.9783
3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,2018-06-29 03:37:47,375.0,667.0,12.0,240.0,17,1,KR,37.5985,126.9783
1.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2018-09-15 19:29:03,1920.0,1080.0,15.0,184.0,9,1,KR,37.57,126.98
1.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2018-10-15 16:32:22,1920.0,1080.0,123.0,267.0,12,1,KR,37.5985,126.9783
3.0,1.0,5.0,2.0,5.0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,5.0,1.0,4.0,1.0,4.0,2017-07-26 04:59:03,375.0,667.0,10.0,115.0,8,1,KR,37.57,126.98
